domain,split,stem,input_relpath,target_relpath,input_bytes,target_bytes,input_sha256,target_sha256
FoggyCityscapes,train,2246,FoggyCityscapes/input/2246.png,FoggyCityscapes/target/2246.png,194834,215111,8c4536c2c5e5bd3c95f53e9db675fbc1f4fce7f2782c405bb409e688033e2ae4,9a5fafa612dd9cdd905bd14c11ef3e93844df37c2e8704fdf75ebba8df7de3fd
FoggyCityscapes,train,2247,FoggyCityscapes/input/2247.png,FoggyCityscapes/target/2247.png,187664,204225,2ee9a58db718b84eb02833b17291ac93f8fbcc7547a8e5941716c80f5b121f38,854de37b7cb22688431114417a52efb858a7fd6249883310a92e7cb0250ea977
FoggyCityscapes,train,2248,FoggyCityscapes/input/2248.png,FoggyCityscapes/target/2248.png,198912,217438,0e72d90f3eed70489a590cc4f8582a86ec4676ed2e5f5966a2c2859703f8b065,3f25e6bc75c0463740dba9f4c1fde83c02da4da21e022b09df1f5fa7c9ca7812
FoggyCityscapes,train,2250,FoggyCityscapes/input/2250.png,FoggyCityscapes/target/2250.png,215668,227869,8571fce3d56e77a523c95663ed0511ae877b147242947c877ab78beb3751f226,0c8b89c210a9deff6c526a0a723a033140e890b9a6679f46eb360682b43bb72d
FoggyCityscapes,train,2251,FoggyCityscapes/input/2251.png,FoggyCityscapes/target/2251.png,185852,198728,9bd30afb9bd1b05057fbf7a91570be5e9498a77c1b7744fe7aa350ef0c126938,53fe4b93cdb94226f946166a1522bc39fa1cf93b4b61b5ad5e5fe7ec690ac408
FoggyCityscapes,train,2252,FoggyCityscapes/input/2252.png,FoggyCityscapes/target/2252.png,205251,226255,c88f71e6b0525f3949a8b6b2de9740b5751fc94e6cd9d1c392d6a80e9b52aaa6,20111929e4dc4a8baadb096df830d14eedd48417b869c056dcc3f67b49f373bd
FoggyCityscapes,train,2253,FoggyCityscapes/input/2253.png,FoggyCityscapes/target/2253.png,186682,203869,d389371fc74d613161a59a006871a055f63819332d16bccd8a3cb577e1e55d45,1799f5367fc3211ab7e67bc22681c481f7e3f98e1e5f3ed17b39535ed220cbcf
FoggyCityscapes,train,2254,FoggyCityscapes/input/2254.png,FoggyCityscapes/target/2254.png,214782,225432,ec03a33bf60ab3dbd0221b93f03341c4cc29acb702088b052b7199e22b47ad96,b1d5ee7ee4fba0499ed2a4e58ea4ea9591f7fc78906a34b4c229c5266dddb50a
FoggyCityscapes,train,2255,FoggyCityscapes/input/2255.png,FoggyCityscapes/target/2255.png,173737,189896,18d4d8b6fc07420a4398f45a95ff6b556d893c518043f94b4a0756b3af707320,4758b63b48d1c95c853fdf392f90ef683afd136e028fa601c53ed7c146509bb5
FoggyCityscapes,train,2256,FoggyCityscapes/input/2256.png,FoggyCityscapes/target/2256.png,170345,206395,ef7daab0092c4d15582cc22859d9cacb08174d42439104afa2c5de6e9885f594,842b4053c62ff57af14c05c6b950c0f0c05d22657641180d851f900a99522adb
FoggyCityscapes,train,2257,FoggyCityscapes/input/2257.png,FoggyCityscapes/target/2257.png,194746,218392,42c3d7daea38ee48cea447a1c9fdbe2847b24f7fd064cc35893adeb9efdc2580,3468120a3257cc245aa4a973a809185ad37af2ff7bf67307b24fc40d2c7bcdc1
FoggyCityscapes,train,2258,FoggyCityscapes/input/2258.png,FoggyCityscapes/target/2258.png,209522,217208,17bfa0e4e6db37ffa003930abbe6f89e12b30477369f20c8bde50383eb924249,95f3bc57639adbcb9feed0d8f876ba09fd1ed090d6d80bc448cb6b60a4c87342
FoggyCityscapes,train,2259,FoggyCityscapes/input/2259.png,FoggyCityscapes/target/2259.png,174421,207808,06926a1fbd4ea155c36fd6004db00a7fb4c513985f05a3f18c7798ecf95d6f81,9fcd0f9b7a49ea60b4c84e68f8ad415f4b5d0a093174a765f5bc91eaa2cbc738
FoggyCityscapes,train,2260,FoggyCityscapes/input/2260.png,FoggyCityscapes/target/2260.png,218596,226185,41398361e52b86279bbefca908bbf8874aac246a2bb3eac14bdc6a1ceed17c94,c81c73d30564259725b20c6f1cebd85c5e09f7bd56bebf60f4cea73034351230
FoggyCityscapes,train,2261,FoggyCityscapes/input/2261.png,FoggyCityscapes/target/2261.png,191668,218938,3f8daf7e865815bfe54cf3e862fc89f9b00d94ba6071b25b08e32e211028dfcc,62021725b87dfb3b08c96d98f3a86b9d24911dbad497ff950df05b226c0ede8d
FoggyCityscapes,train,2262,FoggyCityscapes/input/2262.png,FoggyCityscapes/target/2262.png,190465,232587,8bae34d8029de16f76e4704a350f9185e781b7531625ae2d391cc05cc0727738,e86cb6efff236466ff467bbf784d2440eed23e43a993a6c9dae2e606701d4def
FoggyCityscapes,train,2263,FoggyCityscapes/input/2263.png,FoggyCityscapes/target/2263.png,191394,206328,9d0184d16ab75aa7e306535054ff837fc9daf693c901ef201563a6b9c82c6ca1,5886a7cd670654e9566794662a0602660e5027e6342c64ddfac652fe89009c0a
FoggyCityscapes,train,2264,FoggyCityscapes/input/2264.png,FoggyCityscapes/target/2264.png,212140,223562,2a6f339ca8fed158aa5c1d023725fa437957a15261c0374b6f26783111d93a7d,947e9d639741de8896a9e0fe06d50492032a31f99a7fbf10cbc18098f86ace89
FoggyCityscapes,train,2265,FoggyCityscapes/input/2265.png,FoggyCityscapes/target/2265.png,174904,192904,ae1917f992452fe31a4f7c6ab24042e7ecf2f335cd600c20e7fbb086a4f2083c,5e8484ebf49b6234829032920becd66e6b854069dd703f13ac6c12319d5f8c33
FoggyCityscapes,train,2266,FoggyCityscapes/input/2266.png,FoggyCityscapes/target/2266.png,187210,204401,88406ce382e101e07eaf5d213a26cac2bf0cfc2ce9477612112b34bb68b5b9e5,2052ffff1f56ea4159c9533c031171df3b5e2c2c5c1ec64c1aaddfacb2c9516e
FoggyCityscapes,train,2267,FoggyCityscapes/input/2267.png,FoggyCityscapes/target/2267.png,200314,208658,9d4d89a7291356fa361d7d2d8718f0e03acc2740b84c7b89e392e7a72f64777b,38cdf9b22ee1f0ab26f5c41da624cf66d5f028cab320c5e3830f965e0dea9051
FoggyCityscapes,train,2268,FoggyCityscapes/input/2268.png,FoggyCityscapes/target/2268.png,205806,215171,b87a2bf3a17760175cc6673cf1ad1d7387962034fe7c719b4a1d76163c31ba9f,5d79599fa5dc97ed76f78b0c77458cd81df21a5501b96b8a22ace7fcd0629d0c
FoggyCityscapes,train,2269,FoggyCityscapes/input/2269.png,FoggyCityscapes/target/2269.png,207998,221497,c3dfc1af0d2ccb7da02583307db095e335ef00a1701180b4ec23d5e429a88266,bff0d43e1091ef27dee3b5102f2a4f9442ccd7d0c1b41b8cf99f9f2073cbde66
FoggyCityscapes,train,2270,FoggyCityscapes/input/2270.png,FoggyCityscapes/target/2270.png,167819,199311,80dc35ec420ec6687b12171307c1b6b0e638054d63a4202371569babf17c2645,62752032adac59096f55ea1c150ba3eed9112b3e9c1384284621f78614f23c0e
FoggyCityscapes,train,2271,FoggyCityscapes/input/2271.png,FoggyCityscapes/target/2271.png,154254,202376,09ee682f3d1b3748403b8844bd6a35ffdc5b8d27edfed67afd1669b1a0627111,7be157bac0cbcbd96d04d66bc63826287d428d449209cab2c209f49a04e111e1
FoggyCityscapes,train,2272,FoggyCityscapes/input/2272.png,FoggyCityscapes/target/2272.png,191743,218320,3942fc7a71e306c2f87ca3ea27b9493a7a090cf37a6fa25f601b968b56b905a8,7d51ab3af08a4886680321c310c414bb940fcab4e3bfe81ef58bfb9fe28a6fcb
FoggyCityscapes,train,2273,FoggyCityscapes/input/2273.png,FoggyCityscapes/target/2273.png,195846,211014,f39ec1b0b48598692168f70b10b1c578fc97d0fefb093d15d413ed7af1d9239c,586fdd8cf3cddf0315ae5a1a343f2156598bd81ab9abb5453d63522f3cb10175
FoggyCityscapes,train,2274,FoggyCityscapes/input/2274.png,FoggyCityscapes/target/2274.png,186325,211088,486fbde4e92554985a39d394dd50574bc52c1c113cb251bb08ea2da8b938ddd2,5e08edc814db53b1abaa53f128000a49555c59ca555774d8584b052a0446af1f
FoggyCityscapes,train,2275,FoggyCityscapes/input/2275.png,FoggyCityscapes/target/2275.png,180435,224280,7e5c681ddd698127afbed11afc433e5923ae6925523e958385c6fddbbcc65dcb,a5798f0e4a52c95ee6c9d59e43e9ea05dad61a98498934e705598da9e6f74e4b
FoggyCityscapes,train,2276,FoggyCityscapes/input/2276.png,FoggyCityscapes/target/2276.png,188913,196994,919512f5608c1166acfa68dee7c15fcb2bb69dabeff47140c95ad3d84b011021,9f2be833d76554bce6ee6ca3a93929bf325b5f41681dcc5f095737225b3ed69a
FoggyCityscapes,train,2277,FoggyCityscapes/input/2277.png,FoggyCityscapes/target/2277.png,173712,196961,d1fe9a38f40bb99ba45501c9fdbe7f30592e85bff02e6938cbcd82cd70659c8f,ba0c37407da0b51cc8e06c02843a3f8d28d51410be900b0b2c2d685f509f7f5b
FoggyCityscapes,train,2278,FoggyCityscapes/input/2278.png,FoggyCityscapes/target/2278.png,202332,232744,dfb5ab875edcfae4c92e34f6b2339acd9d93779b1e80108824ffca68931175ec,817fe4690d6153b4b11b4651c41da35bdb4db4952abf0b05d39f25952b36533f
FoggyCityscapes,train,2279,FoggyCityscapes/input/2279.png,FoggyCityscapes/target/2279.png,197185,224186,9fbb3aa11bb5405f0b677a237063e82bdf62785905add261fc9239b59d8b824b,b15b2dd5ce4681ffb064c61fd81137a890b9ecc5260539dd30da39c44735d8fa
FoggyCityscapes,train,2280,FoggyCityscapes/input/2280.png,FoggyCityscapes/target/2280.png,226029,233361,f462875067c17bba91dba15f4df3cbbc533b6e09fd0b2ced7670ee5b7312583b,dcd4e87dc8098e7177a158bfd5a2c28769dd821e1d670d46f4b19dcd8bc3aa4a
FoggyCityscapes,train,2281,FoggyCityscapes/input/2281.png,FoggyCityscapes/target/2281.png,166171,206407,0b99f6b8a251dab18b63300732d4a633b767ff219f66826614656f19ffe6b085,0eacbc68c8fa8fa9908cba5ea133326d70e3e2fea011731db2ae3221f3c7df92
FoggyCityscapes,train,2282,FoggyCityscapes/input/2282.png,FoggyCityscapes/target/2282.png,167802,193433,003e8643d9293036558bf47b8081c95cdd46b020ddc82a62e8c604c111ac27d4,f0b6fbb85a004012765b59db00a66a3b3757332f4ad554ccf8223e5b04e9eeab
FoggyCityscapes,train,2283,FoggyCityscapes/input/2283.png,FoggyCityscapes/target/2283.png,232379,237753,18de3f71589246b8d0db4abce0e436b4182f0d166213bbe38ed4fffa2f410b4b,a1902ac69cea714dd05e0b207ce16a7af9be4627e5f58e7fabca6db4d52a6d81
FoggyCityscapes,train,2284,FoggyCityscapes/input/2284.png,FoggyCityscapes/target/2284.png,183087,209502,87817f5c068844e9d5b8a221189d8e3667c9875ddba7a2c330d9179f8c43cf87,e424c1781a5184973e1c3c77f6c18d8033cf808116640b66f889137846bc97a7
FoggyCityscapes,train,2285,FoggyCityscapes/input/2285.png,FoggyCityscapes/target/2285.png,196153,214710,dd57e742a4567bdf851148d2766d30718db0719fd48f5b6dc478cd9571ae15ff,0f5bae3fbf5a3753323c50c9814ed93a4598a8a602cb5cc97a7d60ae9d35f4c1
FoggyCityscapes,train,2286,FoggyCityscapes/input/2286.png,FoggyCityscapes/target/2286.png,178801,213131,bd8f8df3090ddbc9d7de10ff0cdc5ae0ccbb7fce9d901cae22fe32edce1b1545,a76cca8dec0ebb9832c645b8017bff6a9651f3956667a781fbca98e94528ab0c
FoggyCityscapes,train,2287,FoggyCityscapes/input/2287.png,FoggyCityscapes/target/2287.png,214956,227968,9b0ba2819574ab61da0955251423e7d5ea39c2bee56968768037ba8113099b45,a79b1d9dc2e5301bbbc058794a28a29aab5eda8a456eb64d0ce344d2d83443c7
FoggyCityscapes,train,2288,FoggyCityscapes/input/2288.png,FoggyCityscapes/target/2288.png,187395,227493,5bf429475d6ac757b50ad44874e97517eca421a167848bd2e1bf380eecd88e62,8091bb660c64902e29235fbb4945eb2df9772def80395b22d21ce6c13b3785ca
FoggyCityscapes,train,2289,FoggyCityscapes/input/2289.png,FoggyCityscapes/target/2289.png,167320,189158,6a3e57e2f1b3630ad8b68c631465acf404acba3e11a538385e582fe2a6650834,2882d8cced33819f3f39697cc3f344c1ffc01098263036e6741a3cdd436d6407
FoggyCityscapes,train,2290,FoggyCityscapes/input/2290.png,FoggyCityscapes/target/2290.png,172064,204769,d13782277c3d8d3abd4f7e01d441c7f716c18e4a28159b09e332ea381292f384,d54501ce2ea228fdbef7437333aed6452b3d7d11972f630454804befac3cb545
FoggyCityscapes,train,2291,FoggyCityscapes/input/2291.png,FoggyCityscapes/target/2291.png,184410,222228,c4a9efd14b3aa38a9a87ba4a52f852e4763eaad69cd0fb7412e1a9448bdcda6d,49336885a9e0b928c5d659fd14f01d44a4b3002a2b8b34b195a10fbb31b86e26
FoggyCityscapes,train,2292,FoggyCityscapes/input/2292.png,FoggyCityscapes/target/2292.png,189773,205717,4fe07a1fd38ad16be76406c3d0e748f1bb2e84b53086d4719290471c2d78c094,a153b291f7ef24a57fe6a51e5bc66f3740af13bca87ca9fed82a869bb828023c
FoggyCityscapes,train,2293,FoggyCityscapes/input/2293.png,FoggyCityscapes/target/2293.png,182797,196554,85f3eb59c9ecfc8802a821ce4bfaa0a814937393122357fe96dc01a5518f30ac,0f065c2992be474701120afe8fd562e1d3287a189b9fbe389d7447ab14a16519
FoggyCityscapes,train,2294,FoggyCityscapes/input/2294.png,FoggyCityscapes/target/2294.png,214793,225492,1908487a790a04abf26c3ca0727c030b4ef28d26236efb27fbcaaaa3efd47f87,aa3e16806f754f5e4241b44d35ef17f0aa46db23f031537063038273f6a736e4
FoggyCityscapes,train,2295,FoggyCityscapes/input/2295.png,FoggyCityscapes/target/2295.png,193340,213594,ca9b4d9acbf08faa50bcdab997262872c739a03da0eac39b48738b258fce71d3,0f40a1f4aaef1cae22c7f789b2e14dcc695bfb83d589e1a9a808dd9536cf8850
FoggyCityscapes,train,2296,FoggyCityscapes/input/2296.png,FoggyCityscapes/target/2296.png,167970,206013,6a00c9e3d901ae91531116d4bccfb44ac3d47939653ce1482c4643a149061085,94e93baeda74300b5196bebe5605b92feadad167199b1c1d58bbcdfa121f14d8
FoggyCityscapes,train,2297,FoggyCityscapes/input/2297.png,FoggyCityscapes/target/2297.png,185811,226889,af58d01e79f3f059e06a4941a5944292634fad217db083248deef1194391c5a4,42f9d10177c8dd7e478e9bf4eb9d8edcda1ae16fe0fb5400b0491e8cb4cf487b
FoggyCityscapes,train,2298,FoggyCityscapes/input/2298.png,FoggyCityscapes/target/2298.png,226112,233294,d281cf28c884a6004a43d34dae5310b2b5df8474be1ae113695bb200a5e8c426,af5154d18deb04b69cbdd2b769d9399e8866b1919f58297e855ff9e14a6fa68d
FoggyCityscapes,train,2299,FoggyCityscapes/input/2299.png,FoggyCityscapes/target/2299.png,203581,228375,91595907bee52a0e3da1c2fae760583d6fc66e024dbf4aa9552ba4702b2f6cd7,deb20412dabe3e25f9b77bdd424713727ffe1bb23f395de640d043c6cba551b7
FoggyCityscapes,train,2300,FoggyCityscapes/input/2300.png,FoggyCityscapes/target/2300.png,148839,201078,35095d1ba9270b504e741a309c0ad917d2bd971b89e8d46da7138d3ff3199c7e,8fd76d74c012bc522272a11b64860f9a9cc780a66667e1b368a16ba3f975019a
FoggyCityscapes,train,2301,FoggyCityscapes/input/2301.png,FoggyCityscapes/target/2301.png,137895,144768,3c19792d65eb6db36243310d3e0bc54cf23ddd9e9e91e66ff960e889d37e14db,96fec70b639e2a0278dc75f12b6735e96173e3189fceafcb8cdc9b42d9a950b4
FoggyCityscapes,train,2302,FoggyCityscapes/input/2302.png,FoggyCityscapes/target/2302.png,201893,221909,ee5b0e979eac748f0c447d70eabe39cad9876e409978dde22111a2ae866de10d,585a63a0061567ce2d30dfb05b144a6356a2d588070e5b89724fa935a6b7e68e
FoggyCityscapes,train,2303,FoggyCityscapes/input/2303.png,FoggyCityscapes/target/2303.png,203364,213441,803a749aaf08be9e79d483c78e165255bf948dbb382db4cf01d81dff5868b1b6,4feac26106499ce369b0f70ee320be576d4c11e1870b621d0738957799a917c3
FoggyCityscapes,train,2304,FoggyCityscapes/input/2304.png,FoggyCityscapes/target/2304.png,211181,242294,ea75f36a6a88917065c0a25abbc843c4f4f7c130b82077dc1e2748d528064908,c5b4b617a5d2afbf54d80f93aa0f598ad901f66d34bcfcc73383b6c1dfa815b5
FoggyCityscapes,train,2305,FoggyCityscapes/input/2305.png,FoggyCityscapes/target/2305.png,210441,218686,c80ac88798bd3534297c38f502b5d1e6fa511d4aec285f480ad9f946a7551fce,fa86cabe7fe2497746577bf3fe4fe1c645df10323c3b3639738ef843b0418714
FoggyCityscapes,train,2306,FoggyCityscapes/input/2306.png,FoggyCityscapes/target/2306.png,185861,209098,c6b8c7ca610d58a5c7cc2106444b54415d0faa40ed5310b99f3c8bececbd579f,f55c67ab3142d05c4fe362668dcefa669c1cd24e4c903e4f7a04b32eb336a2f3
FoggyCityscapes,train,2307,FoggyCityscapes/input/2307.png,FoggyCityscapes/target/2307.png,148820,190369,d751c2095f82fdb753e91d0979c7a2d91ae7ffc59e04ea624e8aa11d98137ac5,5b4271b0065e2d0f31066475ecde9ea4c5d12f32bbc86958135ec7e271af7a5e
FoggyCityscapes,train,2308,FoggyCityscapes/input/2308.png,FoggyCityscapes/target/2308.png,195817,216199,2fe5860032ea16c89ddc37419744b58a2ac10b19c8749fe8917b172b6e6ad1a8,2392d0da5ee82696c6738edc84b8b3bcc0680cc4fe2f0adb492611be31c31a39
FoggyCityscapes,train,2309,FoggyCityscapes/input/2309.png,FoggyCityscapes/target/2309.png,151905,186380,18c04da91b84d0d9c918ce3cbc0738130309329e0ed5b1df3c25c5d23fff9b00,59e7e0453e8c29200abfd40d1ffa4f834a7298f2b28bb0022f43e25119191212
FoggyCityscapes,train,2310,FoggyCityscapes/input/2310.png,FoggyCityscapes/target/2310.png,179228,203483,156607e61a384db7834213c7c198afcb9cc090295e7505dba483db536b53522a,7252f51cdfbb7bffd590618f184bcb550e770fe739f43638f6335720d3f81ceb
FoggyCityscapes,train,2311,FoggyCityscapes/input/2311.png,FoggyCityscapes/target/2311.png,188541,203381,29826c9589e2a6bb699953bdc1bfdf0f7c0a19da20ad45429c114fb1885967d8,75bf3efcde7e8e69eb9c5d0537ba5b28ff86cb9be617f628d09bb683fd2ecbd9
FoggyCityscapes,train,2313,FoggyCityscapes/input/2313.png,FoggyCityscapes/target/2313.png,189118,209682,40e017e1116e0c940a95330901ca8b4a9d0797dc77bffcf87a3bf20f08327f14,f4ccfe41f6750f6d722b8f178cd7dd7583b0cbe5d6f858dacd9f5eb5afe70374
FoggyCityscapes,train,2314,FoggyCityscapes/input/2314.png,FoggyCityscapes/target/2314.png,219843,227505,ebd188f0eac42fa2ac7f51c26ca689d6e440abe58144ab132d7fcede6b42d423,eb1f5b6fe3f6ee64f10a54b3fcea8bdf505819f6baff32b5a56bf2d73a8b681b
FoggyCityscapes,train,2315,FoggyCityscapes/input/2315.png,FoggyCityscapes/target/2315.png,216150,224283,391217a9b22678736097f20b5002e2466a128d64053ede335d8d7b66cbd6298d,59b169ded9b8cad429e0f281ef3c6f0877af18d46d94f017c68a47b0ad552bf4
FoggyCityscapes,train,2316,FoggyCityscapes/input/2316.png,FoggyCityscapes/target/2316.png,185571,201897,444b94b7632871477620f57afa419cb810b544abfcc1b94e4a9fe611632c0d53,3eaef1396f54db098f0893be120a53f7d73d90e4858e056cabfdb2c6f3442f64
FoggyCityscapes,train,2317,FoggyCityscapes/input/2317.png,FoggyCityscapes/target/2317.png,223005,227530,3cf718757d29370eccb68b3843cf407a020e53066b89e94e9219028391192cae,2b89a5b96834af092ac5d1ad795084b5d03515731fb4b75b35414a78a57f5800
FoggyCityscapes,train,2318,FoggyCityscapes/input/2318.png,FoggyCityscapes/target/2318.png,207009,214429,de38a9b981ac72789c9bdf5383be1a787000285f4ea5593b4ee24893a7834f76,e852f56cbd9f88a79108a92c5cd376c11354579b47732cf8b248c7d3b0b031ae
FoggyCityscapes,train,2319,FoggyCityscapes/input/2319.png,FoggyCityscapes/target/2319.png,185468,212253,e52fc1c4872de6a152f8f0cf9e5d20a4dea813e6001d32512fab1b34f500726b,d56051f6058e4099a725e12c0b8259747563fda89dbbd6c01379ff7def71831a
FoggyCityscapes,train,2320,FoggyCityscapes/input/2320.png,FoggyCityscapes/target/2320.png,190819,197732,bd76268bf26a71b1233d5da24b9bc2f3bf5c4f4a08bfc636f1e2ea1081af7462,721b1ebd119b94ca2b7b6c94358f3dd06c37e9da59946a5b428b18c95c5a46e8
FoggyCityscapes,train,2321,FoggyCityscapes/input/2321.png,FoggyCityscapes/target/2321.png,176389,205994,72687deeb3eebcf722948333a0886c85ffc5a4d0a8bf76acc80b97140f142f8e,66149a4f16c3b9a60ebe8aa504cdc048bce125d2a5b515389ecb18e9247e0882
FoggyCityscapes,train,2322,FoggyCityscapes/input/2322.png,FoggyCityscapes/target/2322.png,207837,235110,dc64b887da846df48f9a82a381b74aef2e68af0bc13705d565aff44d0617fa57,1a5388d855b0111e95fc6af60834566e0d369aa137d513241b925cf6fc18d9c0
FoggyCityscapes,train,2323,FoggyCityscapes/input/2323.png,FoggyCityscapes/target/2323.png,197181,212403,f28e93a659269c16a223ff0f10f1675b1941fe70cacddb20c73789a57fa6a874,8623f1deead6dd3f1fe4786ce86bf1e74529ef3cbd64b5bb70dab5a35e98c758
FoggyCityscapes,train,2324,FoggyCityscapes/input/2324.png,FoggyCityscapes/target/2324.png,142601,200144,b433bd66fafbef0eacb2f9f7f305b53e016d2004c95553397189f834539cd122,b0e9898bd65214cc1b1a00a4d5807f956854c63a2c5d89113ed963fb9443b3da
FoggyCityscapes,train,2325,FoggyCityscapes/input/2325.png,FoggyCityscapes/target/2325.png,144781,202041,79254e8ed20ae0fef96e4183ef28697e484c5a9a09afdbf8adcd76603088e091,5bdba733be326eea3fb1299e99487ff9ce14f430f2206bf81fbc591d9c85d77b
FoggyCityscapes,train,2326,FoggyCityscapes/input/2326.png,FoggyCityscapes/target/2326.png,199616,211492,8ba039c13a3f703b6551dc27a68fd674e570c86af6642059ff503fbe62d8c342,96c363cf20d8f884fdc2c830e51a5c03cce18ca60d8ec13bb7ae2f4927aced98
FoggyCityscapes,train,2327,FoggyCityscapes/input/2327.png,FoggyCityscapes/target/2327.png,187271,216045,46b78cace6f398909e5f058ffd7228fd3261c97220db4ba04e4a183077f1487d,2b08ba902ba583ce3c8f44107839e29f49b8783ccacb751a6a6dc4e16ead3ff8
FoggyCityscapes,train,2328,FoggyCityscapes/input/2328.png,FoggyCityscapes/target/2328.png,179576,220598,707d9c2a00d5a0724b0c8e37efa5f9e74946384d02ba5709e0cfaedbf66cc67c,8313397ab79caf3d16697c483a0ae27d33bfb20f7e002008355ff95143d9688b
FoggyCityscapes,train,2329,FoggyCityscapes/input/2329.png,FoggyCityscapes/target/2329.png,217978,232206,e2bc7ed0402364079ac1ec7126acd2ae25ae9f8cdea197c362848b06b5ab6a1d,7cb1761477cf342ebbe87cbaf6094b8bae0e2850ec53a269056ffabd0fbfc20f
FoggyCityscapes,train,2330,FoggyCityscapes/input/2330.png,FoggyCityscapes/target/2330.png,202749,221290,78a0d88a90b4526516e71d0c37359400650b9f42f1e36c37daa8519d0d3cbd50,98142e51c03326a79185bfcf6cf096e90214e61e0d289bc1617630ee6dae1f5b
FoggyCityscapes,train,2331,FoggyCityscapes/input/2331.png,FoggyCityscapes/target/2331.png,180202,189157,d7e4b7ece9783322ae27e6f6737d446bc0e19dca6fcac73859566f448ff63b17,21d67da0b102ff9850e752be9cd0337bf989d556c4975654b7ecb18ad387f573
FoggyCityscapes,train,2332,FoggyCityscapes/input/2332.png,FoggyCityscapes/target/2332.png,210171,223784,54718455abd6e0f4eaa8b5bb8ded28cac2bfe0cb5bc9358a24ae7995c30be428,9a1fa92209bf255b26bbb52c3d94234663a97a7279729ef4217795d2291ffc98
FoggyCityscapes,train,2333,FoggyCityscapes/input/2333.png,FoggyCityscapes/target/2333.png,196414,207063,b16092209286d29c2dea12822bc1f4a429dbeda14f2dfe9c00540c05584eebab,254885866ce8bfe5669b2796d9a69655bbb5769b905b2aeaf87563df326e7da1
FoggyCityscapes,train,2334,FoggyCityscapes/input/2334.png,FoggyCityscapes/target/2334.png,182764,191357,7dd098ced844d66e36c984947aa755adb7d39b239cd3215f1ed7561ff29ccd2a,614557912b9202ab81bdd335652a06c3493141d8e7c91a181e6c3694dfe081ad
FoggyCityscapes,train,2335,FoggyCityscapes/input/2335.png,FoggyCityscapes/target/2335.png,181226,205766,c8abc9591eaa7ee45542dbd5940d9268c31514ad1171606e2f2f6df9c93dac14,04d2fe478a25f2e042414d7be5fed0211b0d74e1d752dd40524cc1c9ecd39b50
FoggyCityscapes,train,2336,FoggyCityscapes/input/2336.png,FoggyCityscapes/target/2336.png,179633,204586,5795b69d06a98f9308098272a7027969a25f66c262e1f7812026a65f41211ec7,23e1bc1513c3a17dc490589082795a457bad3d26d7dbcd87bc471b3ce5ecc60f
FoggyCityscapes,train,2337,FoggyCityscapes/input/2337.png,FoggyCityscapes/target/2337.png,175792,204610,83e603fdddd6e703738f6d3dac6b1d06155749f78186d89436c4c542edfbe09b,39d92ac8e56532f4ec2dd00bebae9061be78bac81299ea50faffc3aae292434c
FoggyCityscapes,train,2338,FoggyCityscapes/input/2338.png,FoggyCityscapes/target/2338.png,188338,207660,9b47c966203c684bb71fd5e8bf23e5fff7de060cbf44c0576f96ca683d934d8b,e27aaaf2584f62b4a13b8d6e8c7d734ae92b12739eb8c6714a6c784f807e2b44
FoggyCityscapes,train,2339,FoggyCityscapes/input/2339.png,FoggyCityscapes/target/2339.png,227460,235294,5b0cbe1843c6efbd1bc83bd1fb4d65a5937f7adf3cf9df96a8f42a3c588e729b,d3e9cc15bff9ca37d256a17337d31de02a5e66dd88c65fa2d6ddbc33430ba467
FoggyCityscapes,train,2340,FoggyCityscapes/input/2340.png,FoggyCityscapes/target/2340.png,211357,218002,64491cc3517ce5cb07d654e3184f64fbdf35eea483b1f4fa3f5531f0a65ecd8f,b40fcd11a5dda2013bb5557bd13e2c56661f70833ee23a6edee376cce73b0fca
FoggyCityscapes,train,2341,FoggyCityscapes/input/2341.png,FoggyCityscapes/target/2341.png,197306,201475,19402f55d431ee388411cfddf65c1225ce5ced2bbd7b7c6ffaab8d65b2c44b47,3b3bc511eab5be612b798b8a4bd3588f1cc4f18c06ac59cc3fd2083c0139615c
FoggyCityscapes,train,2342,FoggyCityscapes/input/2342.png,FoggyCityscapes/target/2342.png,175591,204600,6d04c04487f0f089f4d7688946c5c398e7abd0df188484987038932e41a2208a,3c1a89945d26bdad2676ced31e343277180922ec4e516d570ed188facbfe794f
FoggyCityscapes,train,2343,FoggyCityscapes/input/2343.png,FoggyCityscapes/target/2343.png,202535,216072,b681c567f5943df502d8bda589bfa7939907c24c9e82ed1bcec7179f3f9eaaf0,71557a12dcdd6b7f97d5b51a1c0b5d9779b08407a97cb0917a0a3d49285b7e01
FoggyCityscapes,train,2344,FoggyCityscapes/input/2344.png,FoggyCityscapes/target/2344.png,169572,211559,ed8b0c10eabca5c66fd94ca65a0232e898bda9c9833a3ea29f2d4e75072640e8,42586bba048f6d6a3260713c8deea11a1747e959a75963457bab79d7fd3fe870
FoggyCityscapes,train,2345,FoggyCityscapes/input/2345.png,FoggyCityscapes/target/2345.png,177622,193368,5cbbfe5cca41d6d353a15723d9bb64e8326a0ad564735f5adf33e3c4ef5afdcd,1bd3ecff06499ab7b9b18f3afa3e9677c32502643e633eefdcfc2886e2cf9982
FoggyCityscapes,train,2346,FoggyCityscapes/input/2346.png,FoggyCityscapes/target/2346.png,201034,213843,3d3218975f0f6b3023fca52b04010e3240ed49cf815d6d689467c77cb94024aa,583db50d458b713134e9a02d49b0b35cc22050760a420388530481b757d40929
